user_id,order_id,product_category,order_value,order_time,delivery_duration,payment_type,is_returned
user_140,order_140,home,960.04,2024-05-19,1,e-wallet,0
user_141,order_141,electronics,553.18,2024-05-20,5,e-wallet,0
user_142,order_142,books,279.8,2024-05-21,7,e-wallet,0
user_143,order_143,fashion,525.57,2024-05-22,8,COD,0
user_144,order_144,electronics,695.64,2024-05-23,1,COD,0
user_145,order_145,cosmetics,122.43,2024-05-24,7,e-wallet,0
user_146,order_146,fashion,310.97,2024-05-25,5,credit_card,0
user_147,order_147,electronics,816.62,2024-05-26,1,e-wallet,0
user_148,order_148,electronics,486.68,2024-05-27,3,e-wallet,0
user_149,order_149,books,569.25,2024-05-28,7,e-wallet,0
user_150,order_150,books,461.18,2024-05-29,1,e-wallet,0
user_151,order_151,cosmetics,91.7,2024-05-30,7,COD,1
user_152,order_152,electronics,207.46,2024-05-31,5,credit_card,0
user_153,order_153,electronics,473.26,2024-06-01,1,e-wallet,0
user_154,order_154,books,248.73,2024-06-02,1,credit_card,0
user_155,order_155,fashion,97.48,2024-06-03,1,credit_card,0
user_156,order_156,fashion,851.47,2024-06-04,9,credit_card,1
user_157,order_157,home,982.13,2024-06-05,3,e-wallet,0
user_158,order_158,books,803.49,2024-06-06,5,COD,0
user_159,order_159,home,861.1,2024-06-07,9,e-wallet,0
user_160,order_160,books,279.88,2024-06-08,6,credit_card,0
user_161,order_161,cosmetics,962.6,2024-06-09,9,credit_card,0
user_162,order_162,electronics,237.08,2024-06-10,8,COD,0
user_163,order_163,cosmetics,953.86,2024-06-11,8,e-wallet,0
user_164,order_164,books,995.08,2024-06-12,1,credit_card,0
user_165,order_165,electronics,726.14,2024-06-13,9,COD,0
user_166,order_166,fashion,982.09,2024-06-14,6,credit_card,0
user_167,order_167,fashion,591.06,2024-06-15,9,COD,0
user_168,order_168,home,296.56,2024-06-16,3,COD,0
user_169,order_169,books,465.15,2024-06-17,3,e-wallet,1
user_170,order_170,books,613.88,2024-06-18,6,credit_card,0
user_171,order_171,fashion,119.43,2024-06-19,9,e-wallet,1
user_172,order_172,cosmetics,641.23,2024-06-20,7,credit_card,0
user_173,order_173,electronics,982.12,2024-06-21,3,e-wallet,0
user_174,order_174,cosmetics,230.6,2024-06-22,3,credit_card,0
user_175,order_175,cosmetics,802.97,2024-06-23,2,e-wallet,0
user_176,order_176,fashion,912.5,2024-06-24,9,COD,0
user_177,order_177,fashion,946.52,2024-06-25,3,credit_card,0
user_178,order_178,fashion,962.13,2024-06-26,5,credit_card,0
user_179,order_179,home,545.39,2024-06-27,9,COD,1
user_180,order_180,cosmetics,978.44,2024-06-28,8,e-wallet,0
user_181,order_181,books,769.44,2024-06-29,2,credit_card,0
user_182,order_182,electronics,203.59,2024-06-30,3,credit_card,0
user_183,order_183,home,503.06,2024-07-01,2,e-wallet,0
user_184,order_184,books,732.41,2024-07-02,8,COD,0
user_185,order_185,cosmetics,284.97,2024-07-03,6,e-wallet,0
user_186,order_186,fashion,658.58,2024-07-04,6,e-wallet,1
user_187,order_187,cosmetics,683.27,2024-07-05,9,e-wallet,0
user_188,order_188,electronics,204.56,2024-07-06,8,credit_card,0
user_189,order_189,home,586.83,2024-07-07,4,COD,0
user_190,order_190,home,783.05,2024-07-08,4,COD,1
user_191,order_191,electronics,523.95,2024-07-09,9,e-wallet,0
user_192,order_192,books,61.5,2024-07-10,1,credit_card,0
user_193,order_193,books,58.59,2024-07-11,2,e-wallet,0
user_194,order_194,home,389.18,2024-07-12,2,credit_card,0
user_195,order_195,home,929.88,2024-07-13,6,credit_card,0
user_196,order_196,fashion,267.24,2024-07-14,4,credit_card,0
user_197,order_197,books,652.65,2024-07-15,3,credit_card,0
user_198,order_198,electronics,260.97,2024-07-16,3,COD,0
user_199,order_199,books,355.59,2024-07-17,3,credit_card,0
user_200,order_200,fashion,855.64,2024-07-18,6,credit_card,0
user_201,order_201,home,742.42,2024-07-19,8,e-wallet,0
user_202,order_202,home,140.63,2024-07-20,7,e-wallet,0
user_203,order_203,fashion,457.27,2024-07-21,4,COD,0
user_204,order_204,electronics,77.71,2024-07-22,4,e-wallet,0
user_205,order_205,home,506.85,2024-07-23,2,credit_card,0
user_206,order_206,cosmetics,679.31,2024-07-24,1,e-wallet,1
user_207,order_207,home,162.58,2024-07-25,9,COD,1
user_208,order_208,cosmetics,324.44,2024-07-26,2,e-wallet,0
user_209,order_209,fashion,427.94,2024-07-27,8,e-wallet,0
user_210,order_210,fashion,923.55,2024-07-28,9,COD,0
user_211,order_211,home,993.59,2024-07-29,4,COD,0
user_212,order_212,books,92.67,2024-07-30,8,credit_card,0
user_213,order_213,cosmetics,772.96,2024-07-31,9,e-wallet,0
user_214,order_214,electronics,403.14,2024-08-01,5,credit_card,0
user_215,order_215,home,422.84,2024-08-02,7,e-wallet,0
user_216,order_216,electronics,766.55,2024-08-03,4,e-wallet,0
user_217,order_217,home,922.51,2024-08-04,1,credit_card,0
user_218,order_218,books,953.38,2024-08-05,3,e-wallet,0
user_219,order_219,books,598.27,2024-08-06,5,e-wallet,0
user_220,order_220,books,389.27,2024-08-07,3,e-wallet,1
user_221,order_221,books,798.17,2024-08-08,7,COD,1
user_222,order_222,fashion,288.45,2024-08-09,9,credit_card,0
user_223,order_223,fashion,585.87,2024-08-10,6,COD,0
user_224,order_224,cosmetics,390.65,2024-08-11,1,credit_card,0
user_225,order_225,electronics,673.8,2024-08-12,7,credit_card,0
user_226,order_226,home,278.38,2024-08-13,3,e-wallet,0
user_227,order_227,home,232.01,2024-08-14,5,credit_card,0
user_228,order_228,fashion,922.33,2024-08-15,4,COD,0
user_229,order_229,home,146.71,2024-08-16,5,COD,0
user_230,order_230,fashion,530.66,2024-08-17,5,COD,0
user_231,order_231,cosmetics,259.81,2024-08-18,6,credit_card,0
user_232,order_232,electronics,86.98,2024-08-19,6,COD,0
user_233,order_233,cosmetics,84.22,2024-08-20,8,credit_card,0
user_234,order_234,books,216.46,2024-08-21,8,COD,1
user_235,order_235,books,873.43,2024-08-22,9,COD,0
user_236,order_236,books,318.35,2024-08-23,8,credit_card,0
user_237,order_237,cosmetics,952.94,2024-08-24,2,COD,1
user_238,order_238,home,602.54,2024-08-25,1,e-wallet,1
user_239,order_239,electronics,464.78,2024-08-26,2,credit_card,0
user_240,order_240,books,601.08,2024-08-27,2,credit_card,1
user_241,order_241,books,540.86,2024-08-28,3,credit_card,0
user_242,order_242,books,770.84,2024-08-29,7,e-wallet,0
user_243,order_243,electronics,318.37,2024-08-30,2,credit_card,0
user_244,order_244,books,385.4,2024-08-31,1,COD,0
user_245,order_245,electronics,899.39,2024-09-01,6,COD,0
user_246,order_246,books,949.13,2024-09-02,9,COD,0
user_247,order_247,cosmetics,897.93,2024-09-03,3,credit_card,0
user_248,order_248,cosmetics,448.48,2024-09-04,6,COD,0
user_249,order_249,electronics,791.35,2024-09-05,3,credit_card,0
user_250,order_250,cosmetics,502.52,2024-09-06,1,COD,0
user_251,order_251,electronics,522.66,2024-09-07,5,e-wallet,0
user_252,order_252,cosmetics,244.45,2024-09-08,4,e-wallet,0
user_253,order_253,cosmetics,611.57,2024-09-09,7,e-wallet,0
user_254,order_254,electronics,226.83,2024-09-10,6,e-wallet,1
user_255,order_255,home,364.99,2024-09-11,7,credit_card,0
user_256,order_256,cosmetics,862.28,2024-09-12,5,COD,0
user_257,order_257,books,246.72,2024-09-13,4,e-wallet,0
user_258,order_258,home,117.6,2024-09-14,7,credit_card,0
user_259,order_259,electronics,115.56,2024-09-15,7,e-wallet,0
user_260,order_260,home,943.75,2024-09-16,6,e-wallet,0
user_261,order_261,fashion,531.57,2024-09-17,8,credit_card,0
user_262,order_262,fashion,438.94,2024-09-18,4,credit_card,0
user_263,order_263,cosmetics,820.33,2024-09-19,5,COD,1
user_264,order_264,cosmetics,844.03,2024-09-20,4,COD,0
user_265,order_265,books,365.58,2024-09-21,1,e-wallet,0
user_266,order_266,home,708.94,2024-09-22,8,e-wallet,1
user_267,order_267,fashion,782.57,2024-09-23,1,COD,0
user_268,order_268,cosmetics,671.92,2024-09-24,5,COD,0
user_269,order_269,home,194.02,2024-09-25,6,credit_card,0
user_270,order_270,cosmetics,882.09,2024-09-26,6,COD,0
user_271,order_271,cosmetics,562.14,2024-09-27,5,COD,0
user_272,order_272,fashion,318.35,2024-09-28,3,e-wallet,0
user_273,order_273,fashion,453.97,2024-09-29,5,COD,0
user_274,order_274,cosmetics,85.69,2024-09-30,8,e-wallet,0
user_275,order_275,electronics,171.47,2024-10-01,2,COD,0
user_276,order_276,cosmetics,777.27,2024-10-02,6,credit_card,0
user_277,order_277,cosmetics,50.01,2024-10-03,9,COD,0
user_278,order_278,books,445.74,2024-10-04,8,COD,1
user_279,order_279,books,546.38,2024-10-05,8,COD,0
user_280,order_280,books,101.9,2024-10-06,8,e-wallet,0
user_281,order_281,electronics,974.42,2024-10-07,7,credit_card,0
user_282,order_282,electronics,264.82,2024-10-08,8,COD,0
user_283,order_283,cosmetics,338.99,2024-10-09,6,e-wallet,0
user_284,order_284,books,338.75,2024-10-10,2,credit_card,0
user_285,order_285,electronics,268.9,2024-10-11,2,e-wallet,1
user_286,order_286,fashion,51.4,2024-10-12,8,e-wallet,1
user_287,order_287,cosmetics,742.88,2024-10-13,1,credit_card,0
user_288,order_288,home,968.5,2024-10-14,6,COD,0
user_289,order_289,cosmetics,263.08,2024-10-15,6,e-wallet,0
user_290,order_290,home,679.89,2024-10-16,4,e-wallet,0
user_291,order_291,books,754.8,2024-10-17,3,COD,0
user_292,order_292,home,856.0,2024-10-18,3,COD,0
user_293,order_293,books,451.5,2024-10-19,1,credit_card,0
user_294,order_294,fashion,337.78,2024-10-20,3,credit_card,0
user_295,order_295,home,359.03,2024-10-21,4,credit_card,0
user_296,order_296,cosmetics,726.99,2024-10-22,5,COD,1
user_297,order_297,books,825.94,2024-10-23,3,e-wallet,0
user_298,order_298,cosmetics,222.53,2024-10-24,6,e-wallet,0
user_299,order_299,electronics,402.39,2024-10-25,5,credit_card,0
user_300,order_300,books,906.84,2024-10-26,3,COD,0
user_301,order_301,home,816.36,2024-10-27,6,e-wallet,0
user_302,order_302,books,985.62,2024-10-28,6,credit_card,0
user_303,order_303,cosmetics,766.54,2024-10-29,8,e-wallet,0
user_304,order_304,fashion,423.54,2024-10-30,2,e-wallet,0
user_305,order_305,books,611.11,2024-10-31,1,COD,0
user_306,order_306,home,677.96,2024-11-01,4,COD,0
user_307,order_307,electronics,124.53,2024-11-02,7,e-wallet,0
user_308,order_308,fashion,567.27,2024-11-03,3,credit_card,1
user_309,order_309,electronics,723.85,2024-11-04,3,COD,0
user_310,order_310,books,208.96,2024-11-05,5,e-wallet,0
user_311,order_311,cosmetics,791.6,2024-11-06,5,COD,0
user_312,order_312,cosmetics,604.58,2024-11-07,3,COD,1
user_313,order_313,home,954.61,2024-11-08,9,COD,0
user_314,order_314,cosmetics,90.3,2024-11-09,4,e-wallet,0
user_315,order_315,fashion,302.06,2024-11-10,3,credit_card,0
user_316,order_316,cosmetics,621.48,2024-11-11,2,credit_card,0
user_317,order_317,home,331.73,2024-11-12,9,credit_card,0
user_318,order_318,books,728.7,2024-11-13,4,COD,0
user_319,order_319,books,771.06,2024-11-14,3,e-wallet,1
user_320,order_320,cosmetics,147.39,2024-11-15,7,COD,0
user_321,order_321,electronics,538.16,2024-11-16,8,credit_card,0
user_322,order_322,books,533.45,2024-11-17,2,credit_card,0
user_323,order_323,cosmetics,400.82,2024-11-18,7,e-wallet,0
user_324,order_324,home,936.28,2024-11-19,5,COD,1
user_325,order_325,cosmetics,836.13,2024-11-20,5,credit_card,0
user_326,order_326,books,712.35,2024-11-21,3,e-wallet,0
user_327,order_327,home,728.61,2024-11-22,5,COD,0
user_328,order_328,cosmetics,488.63,2024-11-23,2,COD,0
user_329,order_329,fashion,924.94,2024-11-24,4,credit_card,0
user_330,order_330,home,709.87,2024-11-25,6,credit_card,0
user_331,order_331,fashion,742.53,2024-11-26,1,COD,1
user_332,order_332,electronics,868.61,2024-11-27,4,COD,1
user_333,order_333,home,310.37,2024-11-28,6,credit_card,0
user_334,order_334,fashion,816.72,2024-11-29,9,COD,1
user_335,order_335,books,235.48,2024-11-30,2,credit_card,0
user_336,order_336,books,378.07,2024-12-01,7,COD,0
user_337,order_337,electronics,368.83,2024-12-02,6,credit_card,0
user_338,order_338,home,979.6,2024-12-03,2,e-wallet,0
user_339,order_339,home,863.71,2024-12-04,8,credit_card,0
user_340,order_340,home,716.11,2024-12-05,7,credit_card,0
user_341,order_341,electronics,740.7,2024-12-06,5,e-wallet,0
user_342,order_342,home,583.97,2024-12-07,5,COD,0
user_343,order_343,books,949.74,2024-12-08,7,e-wallet,0
user_344,order_344,fashion,521.45,2024-12-09,9,credit_card,0
user_345,order_345,books,411.49,2024-12-10,9,COD,0
user_346,order_346,books,204.88,2024-12-11,9,e-wallet,0
user_347,order_347,fashion,796.9,2024-12-12,6,COD,0
user_348,order_348,books,747.72,2024-12-13,6,COD,0
user_349,order_349,electronics,415.14,2024-12-14,3,e-wallet,1
user_350,order_350,fashion,73.93,2024-12-15,1,COD,0
user_351,order_351,books,847.05,2024-12-16,7,e-wallet,0
user_352,order_352,cosmetics,60.85,2024-12-17,4,credit_card,1
user_353,order_353,books,718.51,2024-12-18,1,COD,0
user_354,order_354,electronics,971.74,2024-12-19,8,credit_card,0
user_355,order_355,home,465.78,2024-12-20,6,credit_card,0
user_356,order_356,books,273.22,2024-12-21,6,COD,1
user_357,order_357,home,719.63,2024-12-22,2,e-wallet,0
user_358,order_358,cosmetics,826.27,2024-12-23,1,COD,0
user_359,order_359,books,569.11,2024-12-24,2,credit_card,0
user_360,order_360,fashion,968.68,2024-12-25,4,credit_card,0
user_361,order_361,home,99.09,2024-12-26,2,e-wallet,0
user_362,order_362,cosmetics,529.56,2024-12-27,1,COD,0
user_363,order_363,fashion,732.53,2024-12-28,7,credit_card,0
user_364,order_364,fashion,869.51,2024-12-29,8,credit_card,1
user_365,order_365,fashion,220.29,2024-12-30,6,credit_card,0
user_366,order_366,fashion,810.0,2024-12-31,4,e-wallet,0
user_367,order_367,books,575.07,2025-01-01,6,credit_card,1
user_368,order_368,books,426.73,2025-01-02,3,credit_card,0
user_369,order_369,books,175.13,2025-01-03,8,COD,0
user_370,order_370,cosmetics,872.03,2025-01-04,2,COD,0
user_371,order_371,cosmetics,199.41,2025-01-05,5,credit_card,1
user_372,order_372,cosmetics,344.3,2025-01-06,1,credit_card,0
user_373,order_373,electronics,325.54,2025-01-07,6,COD,0
user_374,order_374,cosmetics,877.84,2025-01-08,2,e-wallet,1
user_375,order_375,books,689.07,2025-01-09,4,e-wallet,0
user_376,order_376,books,806.85,2025-01-10,6,e-wallet,1
user_377,order_377,electronics,287.94,2025-01-11,8,e-wallet,1
user_378,order_378,electronics,643.63,2025-01-12,8,e-wallet,0
user_379,order_379,cosmetics,593.16,2025-01-13,6,e-wallet,0
user_380,order_380,home,841.19,2025-01-14,4,e-wallet,0
user_381,order_381,electronics,910.78,2025-01-15,8,e-wallet,0
user_382,order_382,fashion,61.55,2025-01-16,8,COD,0
user_383,order_383,books,690.32,2025-01-17,1,e-wallet,0
user_384,order_384,fashion,99.24,2025-01-18,4,e-wallet,1
user_385,order_385,books,571.42,2025-01-19,4,e-wallet,0
user_386,order_386,books,323.25,2025-01-20,7,credit_card,0
user_387,order_387,electronics,341.44,2025-01-21,7,COD,1
user_388,order_388,electronics,385.31,2025-01-22,8,COD,1
user_389,order_389,fashion,640.23,2025-01-23,5,COD,0
user_390,order_390,books,367.35,2025-01-24,7,e-wallet,1
user_391,order_391,fashion,746.06,2025-01-25,8,e-wallet,0
user_392,order_392,home,434.3,2025-01-26,9,credit_card,1
user_393,order_393,fashion,114.94,2025-01-27,3,COD,0
user_394,order_394,cosmetics,794.57,2025-01-28,3,e-wallet,0
user_395,order_395,fashion,321.47,2025-01-29,4,COD,0
user_396,order_396,cosmetics,461.13,2025-01-30,5,credit_card,0
user_397,order_397,cosmetics,701.17,2025-01-31,1,credit_card,0
user_398,order_398,cosmetics,365.83,2025-02-01,7,credit_card,0
user_399,order_399,home,103.76,2025-02-02,9,COD,0
user_400,order_400,fashion,405.22,2025-02-03,8,e-wallet,1
user_401,order_401,fashion,947.23,2025-02-04,5,e-wallet,0
user_402,order_402,home,659.65,2025-02-05,4,credit_card,0
user_403,order_403,books,687.91,2025-02-06,7,e-wallet,0
user_404,order_404,electronics,650.67,2025-02-07,5,credit_card,0
user_405,order_405,fashion,239.04,2025-02-08,7,COD,1
user_406,order_406,electronics,447.42,2025-02-09,1,credit_card,1
user_407,order_407,home,763.39,2025-02-10,1,COD,0
user_408,order_408,books,146.3,2025-02-11,3,credit_card,0
user_409,order_409,books,313.96,2025-02-12,2,e-wallet,0
user_410,order_410,books,312.5,2025-02-13,2,e-wallet,0
user_411,order_411,home,460.42,2025-02-14,7,credit_card,1
user_412,order_412,cosmetics,981.35,2025-02-15,2,e-wallet,0
user_413,order_413,cosmetics,114.13,2025-02-16,4,e-wallet,0
user_414,order_414,electronics,542.77,2025-02-17,2,e-wallet,0
user_415,order_415,cosmetics,220.4,2025-02-18,6,COD,0
user_416,order_416,cosmetics,972.14,2025-02-19,8,e-wallet,1
user_417,order_417,books,157.64,2025-02-20,4,COD,0
user_418,order_418,books,433.42,2025-02-21,5,credit_card,0
user_419,order_419,electronics,750.99,2025-02-22,4,e-wallet,0
user_420,order_420,fashion,719.33,2025-02-23,3,e-wallet,0
user_421,order_421,electronics,451.59,2025-02-24,5,e-wallet,0
user_422,order_422,electronics,379.2,2025-02-25,9,credit_card,0
user_423,order_423,home,427.73,2025-02-26,8,COD,0
user_424,order_424,home,301.06,2025-02-27,8,COD,0
user_425,order_425,electronics,245.07,2025-02-28,8,e-wallet,0
user_426,order_426,electronics,508.89,2025-03-01,8,credit_card,0
user_427,order_427,electronics,305.11,2025-03-02,7,credit_card,0
user_428,order_428,cosmetics,323.09,2025-03-03,8,credit_card,0
user_429,order_429,home,673.92,2025-03-04,8,credit_card,0
user_430,order_430,electronics,970.11,2025-03-05,8,credit_card,0
user_431,order_431,books,623.46,2025-03-06,7,COD,0
user_432,order_432,books,123.13,2025-03-07,1,COD,0
user_433,order_433,cosmetics,121.8,2025-03-08,4,COD,0
user_434,order_434,cosmetics,953.85,2025-03-09,4,e-wallet,0
user_435,order_435,fashion,332.43,2025-03-10,5,credit_card,0
user_436,order_436,fashion,137.46,2025-03-11,6,e-wallet,0
user_437,order_437,fashion,619.09,2025-03-12,4,credit_card,0
user_438,order_438,cosmetics,642.47,2025-03-13,2,COD,0
user_439,order_439,cosmetics,666.08,2025-03-14,6,e-wallet,0
user_440,order_440,cosmetics,304.03,2025-03-15,8,COD,1
user_441,order_441,books,64.36,2025-03-16,8,credit_card,0
user_442,order_442,cosmetics,966.76,2025-03-17,7,credit_card,0
user_443,order_443,books,288.35,2025-03-18,6,credit_card,0
user_444,order_444,fashion,692.22,2025-03-19,2,COD,0
